	Chr	Start	End	operon_name	Strand	GeneID	genes	ngenes	protein_coding	sigma	nascent_wt	total_wt	nascent_wt44	total_wt44
243	MG1655	1388305	1388811	tpx	-	operon_tu244	tpx	1	TRUE	sigma70	9	2638	14	2615
244	MG1655	138835	141225	gcd	-	operon_tu245	gcd	1	TRUE	sigma70	0	103	2	257
245	MG1655	1388930	1389895	ycjG	+	operon_tu246	ycjG	1	TRUE	unknown	3	172	5	266
246	MG1655	1389870	1391853	ycjY-ymjDC-mpaA	-	operon_tu247	ycjY;ymjD;ymjC;mpaA	4	TRUE	sigma32	0	403	4	503
247	MG1655	1391991	1392890	pgrR	+	operon_tu248	pgrR	1	TRUE	unknown	1	49	8	211
248	MG1655	1393227	1394840	mppA	+	operon_tu249	mppA	1	TRUE	unknown	2	521	24	758
249	MG1655	1394891	1395922	ynaI	-	operon_tu250	ynaI	1	TRUE	unknown	1	77	12	571
250	MG1655	1396112	1397092	insH4	+	operon_tu251	insH4	1	TRUE	unknown	0	0	0	0
251	MG1655	1397365	1397622	ynaJ	+	operon_tu252	ynaJ	1	TRUE	unknown	0	143	1	409
252	MG1655	1397672	1398622	uspE	-	operon_tu253	uspE	1	TRUE	unknown	23	2577	14	2060
253	MG1655	1398774	1399526	fnr	-	operon_tu254	fnr	1	TRUE	sigma70	48	1480	62	1685
254	MG1655	1399721	1404565	abgABT-ogt	-	operon_tu255	abgA;abgB;abgT;ogt	4	TRUE	unknown	5	201	5	455
255	MG1655	1404741	1405649	abgR	+	operon_tu256	abgR	1	TRUE	unknown	2	26	4	63
256	MG1655	1405658	1405751	mcaS	-	operon_tu257	mcaS	1	FALSE	unknown	0	441	1	994
257	MG1655	1405979	1406542	ydaL	+	operon_tu258	smrA	1	TRUE	unknown	3	61	3	286
258	MG1655	1406563	1407795	ydaM	-	operon_tu259	dgcM	1	TRUE	unknown	1	44	6	305
259	MG1655	1408050	1409033	zntB	+	operon_tu260	zntB	1	TRUE	unknown	7	305	8	828
260	MG1655	1409129	1409250	fnrS	+	operon_tu261	fnrS	1	FALSE	sigma70	0	560	3	365
261	MG1655	1411013	1411948	ttcA	-	operon_tu262	ttcA	1	TRUE	unknown	0	119	6	408
262	MG1655	1412000	1417386	recET-ralR-rcbA-xisR-intR	-	operon_tu263	recE;recT;ralR;rcbA;xisR;intR	6	TRUE	unknown	0	129	9	425
263	MG1655	1413556	1413734	ralA	+	operon_tu264	ralA	1	FALSE	unknown	0	4	0	9
264	MG1655	141431	141967	hpt	+	operon_tu265	hpt	1	TRUE	sigma70	0	232	5	214
265	MG1655	1417488	1417763	racC	-	operon_tu266	racC	1	TRUE	unknown	0	2	0	6
266	MG1655	1417838	1418229	kilR-ydaE	-	operon_tu267	kilR;ydaE	2	TRUE	unknown	0	14	3	47
267	MG1655	1418671	1419159	sieB	+	operon_tu268	sieB	1	TRUE	unknown	0	6	1	103
268	MG1655	1419156	1419456	ydaGF	-	operon_tu269	ydaG;ydaF	2	TRUE	unknown	2	13	1	37
269	MG1655	1419765	1420241	racR	-	operon_tu270	racR	1	TRUE	unknown	2	241	4	324
270	MG1655	142008	142670	can	-	operon_tu271	can	1	TRUE	sigma32	7	367	10	640
271	MG1655	1420365	1423644	ydaSTUVW-rzpR	+	operon_tu272	ydaS;ydaT;ydaU;ydaV;ydaW;rzpR	6	TRUE	unknown	0	55	12	179
272	MG1655	1423400	1423585	rzoR	+	operon_tu273	rzoR	1	TRUE	unknown	0	0	0	0
273	MG1655	1423782	1425239	trkG	+	operon_tu274	trkG	1	TRUE	unknown	1	42	2	118
274	MG1655	1425377	1425980	ynaK-ydaY	+	operon_tu275	ynaK;ydaY	2	TRUE	unknown	0	15	0	41
275	MG1655	1426454	1428984	ynaA-lomR	+	operon_tu276	ynaA;lomR	2	TRUE	unknown	0	38	5	132
276	MG1655	1427746	1428726	insH-5	-	operon_tu277	insH5	1	TRUE	unknown	0	56	0	105
277	MG1655	142779	144472	yadGH	+	operon_tu278	yadG;yadH	2	TRUE	unknown	3	411	11	559
278	MG1655	1429049	1432986	stfR-tfaR	+	operon_tu279	stfR;tfaR	2	TRUE	unknown	0	58	4	148
279	MG1655	1433084	1433674	pinR	-	operon_tu280	pinR	1	TRUE	unknown	0	4	0	6
280	MG1655	1433991	1434224	ynaE	-	operon_tu281	ynaE	1	TRUE	unknown	0	3	0	4
281	MG1655	1435185	1435619	uspF	-	operon_tu282	uspF	1	TRUE	unknown	0	2122	17	8584
282	MG1655	1435760	1440784	ydbK-ompN	-	operon_tu283	ydbK;ompN	2	TRUE	sigma70	7	757	22	1575
283	MG1655	1437121	1437231	micC	+	operon_tu284	micC	1	FALSE	sigma70	0	11	0	17
284	MG1655	1441058	1441324	ydbJ	+	operon_tu285	ydbJ	1	TRUE	unknown	4	330	16	470
285	MG1655	1441321	1441743	hslJ	-	operon_tu286	hslJ	1	TRUE	sigma70	0	20	4	220
286	MG1655	1441854	1442843	ldhA	-	operon_tu287	ldhA	1	TRUE	sigma32	0	296	32	9849
287	MG1655	1443051	1446206	ydbH-ynbE-ydbL	+	operon_tu288	ydbH;ynbE;ydbL	3	TRUE	unknown	2	200	11	389
288	MG1655	144577	145017	yadI	+	operon_tu289	yadI	1	TRUE	unknown	67	1116	30	569
289	MG1655	1446378	1447283	feaR	-	operon_tu290	feaR	1	TRUE	sigma70	0	50	1	59
290	MG1655	1447519	1449018	feaB	+	operon_tu291	feaB	1	TRUE	sigma70	0	42	4	159
291	MG1655	1449076	1451349	tynA	-	operon_tu292	tynA	1	TRUE	sigma70	0	49	3	104
292	MG1655	145081	146310	yadE	+	operon_tu293	yadE	1	TRUE	unknown	1	186	5	297
293	MG1655	1451597	1453642	paaZ	-	operon_tu294	paaZ	1	TRUE	unknown	1	27	1	46
294	MG1655	1453927	1463438	paaABCDEFGHIJK	+	operon_tu295	paaA;paaB;paaC;paaD;paaE;paaF;paaG;paaH;paaI;paaJ;paaK	11	TRUE	sigma70	0	294	9	515
295	MG1655	146314	146694	panD	-	operon_tu296	panD	1	TRUE	sigma70	7	542	17	758
296	MG1655	1463539	1465061	paaXY	+	operon_tu297	paaX;paaY	2	TRUE	sigma70	0	239	13	537
297	MG1655	1465392	1474013	ydbA	+	operon_tu298	ydbA	1	FALSE	unknown	1	249	35	1437
298	MG1655	1467921	1469149	insC2D2CD2	-	operon_tu299	insCD2;insC2;insD2	3	TRUE	unknown	0	7	0	8
299	MG1655	1469358	1470509	insI2	+	operon_tu300	insI2	1	TRUE	unknown	0	0	0	0
300	MG1655	146968	147870	yadD	+	operon_tu301	rpnC	1	TRUE	unknown	0	74	1	155
301	MG1655	1474221	1475081	pdxI	+	operon_tu302	pdxI	1	TRUE	unknown	1	644	4	354
302	MG1655	1475144	1477450	ydbD	+	operon_tu303	ydbD	1	TRUE	sigma38	3	80	0	107
303	MG1655	1477621	1482201	ynbABCD	+	operon_tu304	ynbA;ynbB;ynbC;ynbD	4	TRUE	unknown	0	135	3	320
304	MG1655	147944	149601	panBC	-	operon_tu305	panB;panC	2	TRUE	sigma70	12	1696	38	2137
305	MG1655	1482255	1482860	azoR	-	operon_tu306	azoR	1	TRUE	sigma70	1	56	1	134
306	MG1655	1483061	1486963	hrpA	+	operon_tu307	hrpA	1	TRUE	unknown	5	697	22	1753
307	MG1655	1487235	1488035	ydcF	+	operon_tu308	ydcF	1	TRUE	unknown	0	99	9	336
308	MG1655	1488232	1489671	aldA	+	operon_tu309	aldA	1	TRUE	sigma70	2	458	12	574
309	MG1655	1489713	1490713	gapC_1C_2	-	operon_tu310	gapC	1	FALSE	unknown	31	1249	43	1136
310	MG1655	1490902	1491432	cybB	+	operon_tu311	cybB	1	TRUE	unknown	2	183	5	251
311	MG1655	1491442	1491506	rydC	-	operon_tu312	rydC	1	FALSE	sigma70	0	85	0	87
312	MG1655	1491677	1491850	ydcA	+	operon_tu313	ydcA	1	TRUE	unknown	0	75	0	142
313	MG1655	1491922	1492071	hokB	-	operon_tu314	hokB	1	TRUE	unknown	0	8	0	41
314	MG1655	1491962	1492129	mokB	-	operon_tu315	mokB	1	TRUE	unknown	0	85	0	136
315	MG1655	1492119	1492175	sokB	+	operon_tu316	sokB	1	FALSE	sigma70	0	291	3	677
316	MG1655	1492470	1494110	trg	+	operon_tu317	trg	1	TRUE	sigma28	0	87	4	118
317	MG1655	1494148	1495071	ydcI	-	operon_tu318	ydcI	1	TRUE	unknown	0	37	4	94
318	MG1655	1495288	1496631	ydcJ	+	operon_tu319	ydcJ	1	TRUE	unknown	0	188	7	500
319	MG1655	1496856	1498511	opgD	+	operon_tu320	opgD	1	TRUE	unknown	9	326	12	608
320	MG1655	149715	152812	yadMLKC	-	operon_tu321	yadM;yadL;yadK;yadC	4	TRUE	unknown	3	182	9	584
321	MG1655	1498651	1498875	ydcH	+	operon_tu322	ydcH	1	TRUE	unknown	14	2582	10	2819
322	MG1655	1498938	1499477	rimL	+	operon_tu323	rimL	1	TRUE	unknown	4	198	1	119
323	MG1655	1499469	1500449	ydcK	-	operon_tu324	ydcK	1	TRUE	unknown	3	60	9	195
324	MG1655	1500573	1502155	tehAB	+	operon_tu325	tehA;tehB	2	TRUE	unknown	2	183	8	387
325	MG1655	1502457	1503125	ydcL	+	operon_tu326	ydcL	1	TRUE	unknown	0	277	15	528
326	MG1655	1503218	1503649	yncK	-	operon_tu327	yncK	1	FALSE	unknown	0	11	2	16
327	MG1655	1503657	1504865	insQ	+	operon_tu328	insQ	1	TRUE	unknown	3	298	5	380
328	MG1655	1504905	1506080	ydcO	-	operon_tu329	ydcO	1	TRUE	unknown	1	99	2	73
329	MG1655	1506172	1506708	sutR	+	operon_tu330	sutR	1	TRUE	sigma70	0	75	0	161
330	MG1655	1506781	1508742	rlhA	+	operon_tu331	rlhA	1	TRUE	unknown	2	106	2	172
331	MG1655	1508834	1509064	yncJ	-	operon_tu332	yncJ	1	TRUE	unknown	0	13	2	46
332	MG1655	1509286	1509924	hicAB	+	operon_tu333	hicA;hicB	2	TRUE	sigma70	1	61	3	240
333	MG1655	1510003	1511409	ydcR	+	operon_tu334	ydcR	1	TRUE	unknown	1	174	7	463
334	MG1655	1511654	1517002	ydcSTUV-patD	+	operon_tu335	ydcS;ydcT;ydcU;ydcV;patD	5	TRUE	sigma38	14	763	16	1308
335	MG1655	1517099	1517194	yncL	-	operon_tu336	yncL	1	TRUE	unknown	2	140	23	1897
336	MG1655	1517389	1517562	ortT	+	operon_tu337	ortT	1	TRUE	unknown	1	30	0	40
337	MG1655	1517648	1517881	ydcY	+	operon_tu338	ydcY	1	TRUE	unknown	5	360	8	1402
338	MG1655	1517882	1518846	mnaT-ydcZ	-	operon_tu339	mnaT;ydcZ	2	TRUE	unknown	2	145	4	207
339	MG1655	1519027	1520064	curA	+	operon_tu340	curA	1	TRUE	unknown	1	397	7	482
340	MG1655	1520262	1520927	mcbR	+	operon_tu341	mcbR	1	TRUE	unknown	0	27	5	182
341	MG1655	1520963	1523065	yncD	-	operon_tu342	pqqU	1	FALSE	unknown	0	43	0	130
342	MG1655	1523307	1524368	yncE	+	operon_tu343	yncE	1	TRUE	unknown	0	75	1	57
343	MG1655	1524481	1525980	ansP	-	operon_tu344	ansP	1	TRUE	sigma38	0	30	5	98
344	MG1655	1526247	1526864	yncG	+	operon_tu345	yncG	1	TRUE	unknown	0	38	3	108
345	MG1655	1526940	1527152	yncH	+	operon_tu346	yncH	1	TRUE	unknown	0	31	0	48
346	MG1655	1527890	1530404	rhsE-ydcD	+	operon_tu347	rhsE;ydcD	2	TRUE	unknown	0	23	4	78
347	MG1655	152829	156201	yadV-htrE	-	operon_tu348	yadV;htrE	2	TRUE	sigma70	0	443	6	715
348	MG1655	1530586	1531639	yncI	+	operon_tu349	yncI	1	FALSE	unknown	0	47	0	97
349	MG1655	1531816	1532952	ydcC	+	operon_tu350	ydcC	1	TRUE	unknown	0	25	0	40
350	MG1655	1533052	1533285	pptA	+	operon_tu351	pptA	1	TRUE	unknown	0	43	0	115
351	MG1655	1533282	1533851	yddH	-	operon_tu352	yddH	1	TRUE	unknown	3	71	4	79
352	MG1655	1534024	1534869	nhoA	+	operon_tu353	nhoA	1	TRUE	unknown	0	35	0	47
353	MG1655	1534965	1535858	yddE	-	operon_tu354	yddE	1	TRUE	unknown	0	85	5	117
354	MG1655	1535937	1544060	narUZYWV	-	operon_tu355	narU;narZ;narY;narW;narV	5	TRUE	sigma70	3	195	6	720
355	MG1655	1544384	1546028	yddLKJ	-	operon_tu356	yddL;yddK;yddJ	3	TRUE	unknown	0	16	1	37
356	MG1655	15445	16557	insL1	+	operon_tu357	insL1	1	TRUE	unknown	0	0	0	7
357	MG1655	1546288	1547169	yddG	-	operon_tu358	yddG	1	TRUE	sigma38	0	127	1	228
358	MG1655	1547401	1551991	fdnGHI	+	operon_tu359	fdnG;fdnH;fdnI	3	TRUE	sigma70	0	66	0	159
359	MG1655	1552398	1552682	yddM	-	operon_tu360	yddM	1	TRUE	unknown	0	129	4	222
360	MG1655	1552828	1553838	adhP	-	operon_tu361	adhP	1	TRUE	unknown	0	95	1	197
361	MG1655	1553972	1555669	maeA	-	operon_tu362	maeA	1	TRUE	unknown	1	1157	3	932
362	MG1655	1555826	1555963	bdm-sra	-	operon_tu363	bdm;sra	2	TRUE	sigma38	0	0	0	0
363	MG1655	1555826	1556280	bdm-sra	-	operon_tu364	bdm;sra	2	TRUE	sigma38	0	54	0	152
364	MG1655	1556625	1557056	osmC	+	operon_tu365	osmC	1	TRUE	sigma70	0	163	6	624
365	MG1655	1557112	1563076	ddpXABCDF	-	operon_tu366	ddpX;ddpA;ddpB;ddpC;ddpD;ddpF	6	TRUE	sigma38	0	107	2	204
366	MG1655	156299	156883	yadN	-	operon_tu367	yadN	1	TRUE	unknown	0	12	0	23
367	MG1655	1563334	1567140	dosCP	-	operon_tu368	dosC;dosP	2	TRUE	unknown	0	68	1	297
368	MG1655	1567504	1568823	digH	-	operon_tu369	digH	1	TRUE	unknown	0	91	2	438
369	MG1655	1568954	1572045	gadBC	-	operon_tu370	gadB;gadC	2	TRUE	sigma38	0	73	5	467
370	MG1655	1572407	1575202	pqqL	-	operon_tu371	pqqL	1	TRUE	unknown	0	114	1	146
371	MG1655	157253	159126	pcnB-folK	-	operon_tu372	pcnB;folK	2	TRUE	sigma70	6	463	41	1358
372	MG1655	1575247	1579342	yddAB	-	operon_tu373	yddA;yddB	2	TRUE	unknown	0	105	1	130
373	MG1655	1579633	1582524	ydeNM	-	operon_tu374	ydeN;ydeM	2	TRUE	sigma70	19	4319	29	4451
374	MG1655	1582926	1583959	safA-ydeO	-	operon_tu375	safA;ydeO	2	TRUE	sigma70	0	15	0	43
375	MG1655	1584207	1586486	ydeP	-	operon_tu376	ydeP	1	TRUE	sigma70	0	55	5	381
376	MG1655	1586820	1587734	ydeQ	-	operon_tu377	ydeQ	1	TRUE	unknown	0	5	0	30
377	MG1655	1587793	1590001	ydeTSR	-	operon_tu378	ydeT;ydeS;ydeR	3	TRUE	unknown	0	127	1	253
378	MG1655	1590334	1590536	yneL	-	operon_tu379	yneL	1	FALSE	unknown	0	33	0	92
379	MG1655	1590854	1592442	hipBA	-	operon_tu380	hipB;hipA	2	TRUE	sigma70	4	249	43	1284
380	MG1655	159186	161486	sfsA-dksA	-	operon_tu381	sfsA;dksA;gluQ	3	TRUE	sigma70	27	3459	52	4388
381	MG1655	1592665	1598086	yneO	-	operon_tu382	yneO	1	FALSE	unknown	4	354	12	1057
382	MG1655	1598617	1601241	lsrRK	-	operon_tu383	lsrR;lsrK	2	TRUE	sigma70	2	425	10	701
383	MG1655	1601490	1608104	lsrACDBFG-tam	+	operon_tu384	lsrA;lsrC;lsrD;lsrB;lsrF;lsrG;tam	7	TRUE	sigma38	8	542	34	1423
384	MG1655	1608108	1609022	yneE	-	operon_tu385	yneE	1	TRUE	unknown	0	21	4	56
385	MG1655	1609229	1610680	uxaB	-	operon_tu386	uxaB	1	TRUE	sigma70	0	123	7	175
386	MG1655	1610907	1611854	dgcF	-	operon_tu387	dgcF	1	TRUE	unknown	0	90	1	104
387	MG1655	1611966	1614703	sad-glsB-yneG	-	operon_tu388	sad;glsB;yneG	3	TRUE	unknown	4	304	13	511
388	MG1655	1614804	1615685	yneJ	+	operon_tu389	ptrR	1	FALSE	unknown	1	34	5	166
389	MG1655	161501	162031	ligT	-	operon_tu390	thpR	1	TRUE	unknown	0	42	5	72
390	MG1655	1615763	1616878	yneK	+	operon_tu391	yneK	1	TRUE	unknown	1	17	0	38
391	MG1655	1617028	1618218	ydeA	+	operon_tu392	ydeA	1	TRUE	unknown	0	25	0	84
392	MG1655	1618243	1618908	marC	-	operon_tu393	marC	1	TRUE	unknown	3	198	4	362
393	MG1655	1619120	1620207	marRAB	+	operon_tu394	marR;marA;marB	3	TRUE	sigma70	1	163	13	1878
394	MG1655	1620238	1621137	eamA	-	operon_tu395	eamA	1	TRUE	unknown	1	50	4	208
395	MG1655	162105	164534	hrpB	+	operon_tu396	hrpB	1	TRUE	unknown	9	352	27	953
396	MG1655	1621332	1622519	ydeE	+	operon_tu397	ydeE	1	TRUE	unknown	0	70	1	65
397	MG1655	1622646	1622741	mgtS	+	operon_tu398	mgtS	1	TRUE	sigma70	1	172	1	662
398	MG1655	1622817	1622914	mgrR	-	operon_tu399	mgrR	1	FALSE	sigma70	1	1723	4	2341
399	MG1655	1622960	1623850	dgcZ	-	operon_tu400	dgcZ	1	TRUE	sigma70	0	15	1	66
400	MG1655	1624105	1624497	ydeI	-	operon_tu401	ydeI	1	TRUE	sigma70	0	16	0	49
401	MG1655	1624773	1625291	ydeJ	+	operon_tu402	ydeJ	1	TRUE	sigma70	0	8	0	48
402	MG1655	1625335	1627380	dcp	-	operon_tu403	dcp	1	TRUE	unknown	2	548	11	1281
403	MG1655	1627517	1628263	ydfG	+	operon_tu404	ydfG	1	TRUE	unknown	2	928	7	921
404	MG1655	1628352	1629038	ydfH	+	operon_tu405	rspR	1	TRUE	unknown	6	201	7	226
405	MG1655	1629215	1629418	ydfZ	+	operon_tu406	ydfZ	1	TRUE	unknown	0	5	0	29
406	MG1655	1629453	1630913	ydfI	-	operon_tu407	ydfI	1	TRUE	unknown	0	32	1	142
407	MG1655	1631002	1632285	ydfJ	-	operon_tu408	ydfJ	1	TRUE	unknown	0	54	0	145
408	MG1655	1632890	1633305	yntF-ydfK	+	operon_tu409	ynfT;ydfK	2	TRUE	unknown	0	7	0	6
409	MG1655	1633622	1634212	pinQ	+	operon_tu410	pinQ	1	TRUE	unknown	0	5	0	8
410	MG1655	1634310	1636367	nohA-stfQ-tfaQ	-	operon_tu411	nohA;stfQ;tfaQ	3	TRUE	sigma70	1	51	0	99
411	MG1655	1636756	1637457	ynfO-ydfO	+	operon_tu412	ynfO;ydfO	2	TRUE	unknown	0	11	0	27
412	MG1655	1637609	1637782	gnsB	-	operon_tu413	gnsB	1	TRUE	unknown	0	130	4	227
413	MG1655	1637954	1638109	ynfN	-	operon_tu414	ynfN	1	TRUE	unknown	0	3	0	21
414	MG1655	1638455	1638667	cspI	-	operon_tu415	cspI	1	TRUE	unknown	0	5	0	15
415	MG1655	1639030	1640585	essQ-ydfR-rrrQ-rzpQ	-	operon_tu416	essQ;ydfR;rrrQ;rzpQ	4	TRUE	unknown	0	41	1	82
416	MG1655	1641339	1641554	cspB	-	operon_tu417	cspB	1	TRUE	sigma70	2	20	0	16
417	MG1655	1641855	1642067	cspF	+	operon_tu418	cspF	1	TRUE	unknown	0	14	2	23
418	MG1655	1642489	1644304	ydfUT	-	operon_tu419	ydfU;ydfT	2	TRUE	unknown	1	60	1	102
419	MG1655	1644651	1644902	rem	-	operon_tu420	rem	1	TRUE	unknown	0	13	0	60
420	MG1655	1645119	1645872	relBE-hokD	-	operon_tu421	relB;relE;hokD	3	TRUE	sigma70	2	200	12	1153
421	MG1655	1645897	1646202	ydfV	+	operon_tu422	ydfV	1	TRUE	unknown	0	11	3	27
422	MG1655	1646405	1646737	flxA	+	operon_tu423	flxA	1	TRUE	sigma28	0	13	0	37
423	MG1655	1647174	1647850	dicC-ydfXW	-	operon_tu424	dicC;ydfX;ydfW	3	TRUE	sigma70	0	11	2	36
424	MG1655	164730	167264	mrcB	+	operon_tu425	mrcB	1	TRUE	unknown	10	525	30	1161
425	MG1655	1647934	1648341	dicA	+	operon_tu426	dicA	1	TRUE	unknown	5	224	16	336
426	MG1655	1648508	1652708	dicB-ydfDE-insD-intQ	+	operon_tu427	ydfA;ydfB;ydfC;dicF;dicB;ydfD;ydfE;insD7;intQ	9	TRUE	sigma70	0	184	0	297
427	MG1655	1652728	1652838	ynfP	-	operon_tu428	ynfP	1	TRUE	unknown	0	1	0	5
428	MG1655	1652896	1655141	rspA-rspB	-	operon_tu429	rspA;rspB	2	TRUE	unknown	0	28	1	88
429	MG1655	1655347	1655673	ynfA	-	operon_tu430	ynfA	1	TRUE	unknown	0	12	5	43
430	MG1655	1655808	1656744	ynfB-speG	+	operon_tu431	ynfB;speG	2	TRUE	sigma38	5	625	24	1278
431	MG1655	1656747	1657457	ynfC	-	operon_tu432	ynfC	1	TRUE	unknown	3	134	3	422
432	MG1655	1657565	1657870	ynfD	+	operon_tu433	ynfD	1	TRUE	unknown	0	154	3	486
433	MG1655	1658069	1665120	ynfEFGH-dmsD	+	operon_tu434	ynfE;ynfF;ynfG;ynfH;dmsD	5	TRUE	sigma38	2	203	17	529
434	MG1655	1665315	1666571	clcB	+	operon_tu435	clcB	1	TRUE	unknown	0	25	1	98
435	MG1655	1666524	1668564	mlc-ynfK	-	operon_tu436	mlc;bidA	2	TRUE	sigma70	31	1504	483	8876
436	MG1655	1668699	1669592	ynfL	-	operon_tu437	ynfL	1	TRUE	unknown	0	55	5	129
437	MG1655	1669699	1670952	ynfM	+	operon_tu438	ynfM	1	TRUE	unknown	0	21	3	61
438	MG1655	1671376	1671684	asr	+	operon_tu439	asr	1	TRUE	sigma70	0	14	1	45
439	MG1655	1671960	1672781	ydgD	+	operon_tu440	ydgD	1	TRUE	unknown	5	281	14	878
440	MG1655	1672820	1673709	mdtUJI	-	operon_tu441	mdtU;mdtJ;mdtI	3	TRUE	sigma70	0	40	0	211
441	MG1655	1673913	1674947	tqsA	+	operon_tu442	tqsA	1	TRUE	unknown	2	50	3	161
442	MG1655	167484	173444	fhuACDB	+	operon_tu443	fhuA;fhuC;fhuD;fhuB	4	TRUE	sigma70	2	561	7	597
443	MG1655	1674972	1677903	pntAB	-	operon_tu444	pntA;pntB	2	TRUE	sigma70	25	3069	69	5144
444	MG1655	16751	16960	mokC-hokC	-	operon_tu445	mokC;hokC	2	TRUE	unknown	4	123	7	108
445	MG1655	1678427	1679371	ydgH	+	operon_tu446	ydgH	1	TRUE	unknown	1	682	4	426
446	MG1655	1679557	1681698	ydgI-folM	+	operon_tu447	ydgI;folM	2	TRUE	unknown	0	90	14	220
447	MG1655	1681695	1682030	ydgC	-	operon_tu448	ydgC	1	TRUE	unknown	0	56	0	66
448	MG1655	1682159	1684183	rstAB	+	operon_tu449	rstA;rstB	2	TRUE	unknown	9	348	3	298
449	MG1655	1684259	1685188	tus	+	operon_tu450	tus	1	TRUE	unknown	0	46	0	158
450	MG1655	1685185	1688377	fumAC	-	operon_tu451	fumA;fumC	2	TRUE	sigma70	0	1347	2	918
451	MG1655	1688576	1689751	manA	+	operon_tu452	manA	1	TRUE	sigma70	4	616	8	595
452	MG1655	1689852	1691360	ydgA	+	operon_tu453	ydgA	1	TRUE	unknown	6	860	7	389
453	MG1655	1691586	1696071	uidABC	-	operon_tu454	uidA;uidB;uidC	3	TRUE	unknown	2	123	2	350
454	MG1655	16952	17010	sokC	+	operon_tu455	sokC	1	FALSE	sigma70	0	524	11	788
455	MG1655	1696462	1697052	uidR	-	operon_tu456	uidR	1	TRUE	sigma70	8	235	8	316
456	MG1655	1697273	1698040	hdhA	-	operon_tu457	hdhA	1	TRUE	unknown	1	200	18	2406
457	MG1655	1698152	1699180	malI	-	operon_tu458	malI	1	TRUE	sigma70	5	177	2	209
458	MG1655	1699355	1702129	malXY	+	operon_tu459	malX;malY	2	TRUE	sigma70	14	720	24	927
459	MG1655	1702233	1703234	add	+	operon_tu460	add	1	TRUE	sigma70	3	465	4	258
460	MG1655	1703268	1704308	ydgJ	-	operon_tu461	ydgJ	1	TRUE	unknown	1	222	18	471
461	MG1655	1704551	1704676	blr	+	operon_tu462	blr	1	TRUE	sigma38	3	44	4	125
462	MG1655	1704949	1705164	cnu	+	operon_tu463	cnu	1	TRUE	unknown	1	35	2	69
463	MG1655	1705250	1712158	ydgK-rsxABCDGE-nth	+	operon_tu464	ydgK;rsxA;rsxB;rsxC;rsxD;rsxG;rsxE;nth	8	TRUE	unknown	7	402	8	729
464	MG1655	1712769	1714271	tppB	+	operon_tu465	dtpA	1	TRUE	sigma70	1	283	6	334
465	MG1655	1714377	1714982	gstA	+	operon_tu466	gstA	1	TRUE	unknown	2	285	13	704
466	MG1655	1715026	1718007	pdxH-tyrS-pdxY	-	operon_tu467	pdxH;tyrS;pdxY	3	TRUE	unknown	5	882	16	1205
467	MG1655	1718066	1718395	mliC	-	operon_tu468	mliC	1	TRUE	unknown	1	64	4	84
468	MG1655	1718493	1719602	anmK	-	operon_tu469	anmK	1	TRUE	unknown	3	288	3	242
469	MG1655	1719876	1720343	slyB	+	operon_tu470	slyB	1	TRUE	unknown	3	1510	28	3163
470	MG1655	1720390	1720824	slyA	-	operon_tu471	slyA	1	TRUE	unknown	2	269	6	304
471	MG1655	1721025	1724133	ydhIJK	+	operon_tu472	ydhI;ydhJ;ydhK	3	TRUE	sigma24	0	126	1	283
472	MG1655	1724134	1724655	sodC	-	operon_tu473	sodC	1	TRUE	sigma38	2	323	6	311
473	MG1655	1724736	1725632	ydhF	-	operon_tu474	ydhF	1	TRUE	unknown	7	1332	8	838
474	MG1655	1725681	1725920	ydhL	-	operon_tu475	ydhL	1	TRUE	unknown	0	9	2	58
475	MG1655	1726023	1728244	nemRA-gloA	+	operon_tu476	nemR;nemA;gloA	3	TRUE	sigma70	1	647	19	1427
476	MG1655	1728347	1733703	rnt-lhr	+	operon_tu477	rnt;lhr	2	TRUE	sigma70	4	303	3	374
477	MG1655	1733754	1734101	grxD	-	operon_tu478	grxD	1	TRUE	sigma70	1	300	3	876
478	MG1655	1734435	1735250	mepH	+	operon_tu479	mepH	1	TRUE	sigma70	3	292	19	394
479	MG1655	1735378	1735959	sodB	+	operon_tu480	sodB	1	TRUE	sigma70	13	3088	30	9163
480	MG1655	173602	174882	hemL	-	operon_tu481	hemL	1	TRUE	sigma28	8	532	11	1038
481	MG1655	1736121	1737290	ydhP	-	operon_tu482	ydhP	1	TRUE	unknown	0	21	2	64
482	MG1655	1737844	1738869	purR	+	operon_tu483	purR	1	TRUE	sigma70	1	163	5	282
483	MG1655	1738866	1739798	ydhB	-	operon_tu484	punR	1	TRUE	unknown	0	60	6	253
484	MG1655	1739911	1741122	ydhC	+	operon_tu485	punC	1	TRUE	unknown	2	172	62	1833
485	MG1655	1741413	1742561	cfa	+	operon_tu486	cfa	1	TRUE	sigma38	12	1749	85	3185
486	MG1655	1742601	1743242	ribC	-	operon_tu487	ribC	1	TRUE	unknown	3	296	5	568
487	MG1655	1743457	1744830	mdtK	+	operon_tu488	mdtK	1	TRUE	unknown	3	284	21	574
488	MG1655	1744871	1746127	ydhQ	-	operon_tu489	ydhQ	1	TRUE	sigma32	5	473	36	1977
489	MG1655	1746435	1746592	valVW	+	operon_tu490	valV;valW	2	FALSE	sigma70	105	39271	233	63011
490	MG1655	1746700	1747005	ydhR	+	operon_tu491	ydhR	1	TRUE	unknown	0	495	2	808
