chrom	operon_name	strand	GeneID	genes	sigma	nascent_wt	totat_wt	nascent_wt44	totat_wt44	operon_id	start	end	keep
NC_000913.3	ynaA-lomR	+	operon_tu276	ynaA;lomR	unknown	0	38	5	132	RDBECOLIOPC00468	1426454	1428984	True
NC_000913.3	insH-5	-	operon_tu277	insH5	unknown	0	56	0	105	RDBECOLIOPC01999	1427746	1428726	False
NC_000913.3	yadGH	+	operon_tu278	yadG;yadH	unknown	3	411	11	559	RDBECOLIOPC02012	142779	144472	True
NC_000913.3	stfR-tfaR	+	operon_tu279	stfR;tfaR	unknown	0	58	4	148	RDBECOLIOPC02003	1429049	1432986	True
NC_000913.3	pinR	-	operon_tu280	pinR	unknown	0	4	0	6	RDBECOLIOPC00993	1433084	1433674	False
NC_000913.3	ydbK-ompN	-	operon_tu283	ydbK;ompN	sigma70	7	757	22	1575	RDBECOLIOPC03428	1435760	1440784	True
NC_000913.3	ldhA	-	operon_tu287	ldhA	sigma32	0	296	32	9849	RDBECOLIOPC00147	1441854	1442843	False
NC_000913.3	ydbH-ynbE-ydbL	+	operon_tu288	ydbH;ynbE;ydbL	unknown	2	200	11	389	RDBECOLIOPC01303	1443051	1446206	True
NC_000913.3	feaR	-	operon_tu290	feaR	sigma70	0	50	1	59	RDBECOLIOPC01849	1446378	1447283	False
NC_000913.3	feaB	+	operon_tu291	feaB	sigma70	0	42	4	159	RDBECOLIOPC02455	1447519	1449018	False
NC_000913.3	tynA	-	operon_tu292	tynA	sigma70	0	49	3	104	RDBECOLIOPC01491	1449076	1451349	True
NC_000913.3	yadE	+	operon_tu293	yadE	unknown	1	186	5	297	RDBECOLIOPC00206	145081	146310	False
NC_000913.3	paaZ	-	operon_tu294	paaZ	unknown	1	27	1	46	RDBECOLIOPC02085	1451597	1453642	True
NC_000913.3	paaABCDEFGHIJK	+	operon_tu295	paaA;paaB;paaC;paaD;paaE;paaF;paaG;paaH;paaI;paaJ;paaK	sigma70	0	294	9	515	RDBECOLIOPC03440	1453927	1463438	True
NC_000913.3	paaXY	+	operon_tu297	paaX;paaY	sigma70	0	239	13	537	RDBECOLIOPC00761	1463539	1465061	True
NC_000913.3	ydbA	+	operon_tu298	ydbA	unknown	1	249	35	1437	RDBECOLIOPC00420	1465392	1474013	True
NC_000913.3	insC2D2CD2	-	operon_tu299	insCD2;insC2;insD2	unknown	0	7	0	8	RDBECOLIOPC02051	1467921	1469149	False
NC_000913.3	insI2	+	operon_tu300	insI2	unknown	0	0	0	0	RDBECOLIOPC01037	1469358	1470509	False
NC_000913.3	yadD	+	operon_tu301	rpnC	unknown	0	74	1	155	RDBECOLIOPC01901	146968	147870	False
NC_000913.3	pdxI	+	operon_tu302	pdxI	unknown	1	644	4	354	RDBECOLIOPC00150	1474221	1475081	False
NC_000913.3	ydbD	+	operon_tu303	ydbD	sigma38	3	80	0	107	RDBECOLIOPC01694	1475144	1477450	True
NC_000913.3	ynbABCD	+	operon_tu304	ynbA;ynbB;ynbC;ynbD	unknown	0	135	3	320	RDBECOLIOPC00740	1477621	1482201	True
NC_000913.3	panBC	-	operon_tu305	panB;panC	sigma70	12	1696	38	2137	RDBECOLIOPC00965	147944	149601	True
NC_000913.3	azoR	-	operon_tu306	azoR	sigma70	1	56	1	134	RDBECOLIOPC02240	1482255	1482860	False
NC_000913.3	hrpA	+	operon_tu307	hrpA	unknown	5	697	22	1753	RDBECOLIOPC02404	1483061	1486963	True
NC_000913.3	ydcF	+	operon_tu308	ydcF	unknown	0	99	9	336	RDBECOLIOPC01348	1487235	1488035	False
NC_000913.3	aldA	+	operon_tu309	aldA	sigma70	2	458	12	574	RDBECOLIOPC00563	1488232	1489671	False
NC_000913.3	gapC_1C_2	-	operon_tu310	gapC	unknown	31	1249	43	1136	RDBECOLIOPC01240	1489713	1490713	False
NC_000913.3	cybB	+	operon_tu311	cybB	unknown	2	183	5	251	RDBECOLIOPC00460	1490902	1491432	False
NC_000913.3	trg	+	operon_tu317	trg	sigma28	0	87	4	118	RDBECOLIOPC02427	1492470	1494110	True
NC_000913.3	ydcI	-	operon_tu318	ydcI	unknown	0	37	4	94	RDBECOLIOPC01092	1494148	1495071	False
NC_000913.3	ydcJ	+	operon_tu319	ydcJ	unknown	0	188	7	500	RDBECOLIOPC00687	1495288	1496631	False
NC_000913.3	opgD	+	operon_tu320	opgD	unknown	9	326	12	608	RDBECOLIOPC02466	1496856	1498511	True
NC_000913.3	yadMLKC	-	operon_tu321	yadM;yadL;yadK;yadC	unknown	3	182	9	584	RDBECOLIOPC01654	149715	152812	True
NC_000913.3	rimL	+	operon_tu323	rimL	unknown	4	198	1	119	RDBECOLIOPC00046	1498938	1499477	False
NC_000913.3	ydcK	-	operon_tu324	ydcK	unknown	3	60	9	195	RDBECOLIOPC00243	1499469	1500449	False
NC_000913.3	tehAB	+	operon_tu325	tehA;tehB	unknown	2	183	8	387	RDBECOLIOPC01287	1500573	1502155	True
NC_000913.3	ydcL	+	operon_tu326	ydcL	unknown	0	277	15	528	RDBECOLIOPC00408	1502457	1503125	False
NC_000913.3	insQ	+	operon_tu328	insQ	unknown	3	298	5	380	RDBECOLIOPC01535	1503657	1504865	False
NC_000913.3	ydcO	-	operon_tu329	ydcO	unknown	1	99	2	73	RDBECOLIOPC01704	1504905	1506080	False
NC_000913.3	sutR	+	operon_tu330	sutR	sigma70	0	75	0	161	RDBECOLIOPC01021	1506172	1506708	False
NC_000913.3	rlhA	+	operon_tu331	rlhA	unknown	2	106	2	172	RDBECOLIOPC00138	1506781	1508742	True
NC_000913.3	hicAB	+	operon_tu333	hicA;hicB	sigma70	1	61	3	240	RDBECOLIOPC01678	1509286	1509924	False
NC_000913.3	ydcR	+	operon_tu334	ydcR	unknown	1	174	7	463	RDBECOLIOPC00729	1510003	1511409	False
NC_000913.3	ydcSTUV-patD	+	operon_tu335	ydcS;ydcT;ydcU;ydcV;patD	sigma38	14	763	16	1308	RDBECOLIOPC02910	1511654	1517002	True
NC_000913.3	mnaT-ydcZ	-	operon_tu339	mnaT;ydcZ	unknown	2	145	4	207	RDBECOLIOPC01975	1517882	1518846	False
NC_000913.3	curA	+	operon_tu340	curA	unknown	1	397	7	482	RDBECOLIOPC00970	1519027	1520064	False
NC_000913.3	mcbR	+	operon_tu341	mcbR	unknown	0	27	5	182	RDBECOLIOPC00174	1520262	1520927	False
NC_000913.3	yncD	-	operon_tu342	pqqU	unknown	0	43	0	130	RDBECOLIOPC00511	1520963	1523065	True
NC_000913.3	yncE	+	operon_tu343	yncE	unknown	0	75	1	57	RDBECOLIOPC02192	1523307	1524368	False
NC_000913.3	ansP	-	operon_tu344	ansP	sigma38	0	30	5	98	RDBECOLIOPC02035	1524481	1525980	False
NC_000913.3	yncG	+	operon_tu345	yncG	unknown	0	38	3	108	RDBECOLIOPC01617	1526247	1526864	False
NC_000913.3	rhsE-ydcD	+	operon_tu347	rhsE;ydcD	unknown	0	23	4	78	RDBECOLIOPC02449	1527890	1530404	True
NC_000913.3	yadV-htrE	-	operon_tu348	yadV;htrE	sigma70	0	443	6	715	RDBECOLIOPC03239	152829	156201	True
NC_000913.3	yncI	+	operon_tu349	yncI	unknown	0	47	0	97	RDBECOLIOPC01276	1530586	1531639	False
NC_000913.3	ydcC	+	operon_tu350	ydcC	unknown	0	25	0	40	RDBECOLIOPC00400	1531816	1532952	False
NC_000913.3	yddH	-	operon_tu352	yddH	unknown	3	71	4	79	RDBECOLIOPC00743	1533282	1533851	False
NC_000913.3	nhoA	+	operon_tu353	nhoA	unknown	0	35	0	47	RDBECOLIOPC02009	1534024	1534869	False
NC_000913.3	yddE	-	operon_tu354	yddE	unknown	0	85	5	117	RDBECOLIOPC01010	1534965	1535858	False
NC_000913.3	narUZYWV	-	operon_tu355	narU;narZ;narY;narW;narV	sigma70	3	195	6	720	RDBECOLIOPC03136	1535937	1544060	True
NC_000913.3	yddLKJ	-	operon_tu356	yddL;yddK;yddJ	unknown	0	16	1	37	RDBECOLIOPC00129	1544384	1546028	True
NC_000913.3	insL1	+	operon_tu357	insL1	unknown	0	0	0	7	RDBECOLIOPC00770	15445	16557	False
NC_000913.3	yddG	-	operon_tu358	yddG	sigma38	0	127	1	228	RDBECOLIOPC01664	1546288	1547169	False
NC_000913.3	fdnGHI	+	operon_tu359	fdnG;fdnH;fdnI	sigma70	0	66	0	159	RDBECOLIOPC00244	1547401	1551991	True
NC_000913.3	adhP	-	operon_tu361	adhP	unknown	0	95	1	197	RDBECOLIOPC02370	1552828	1553838	False
NC_000913.3	maeA	-	operon_tu362	maeA	unknown	1	1157	3	932	RDBECOLIOPC01325	1553972	1555669	True
NC_000913.3	ddpXABCDF	-	operon_tu366	ddpX;ddpA;ddpB;ddpC;ddpD;ddpF	sigma38	0	107	2	204	RDBECOLIOPC02587	1557112	1563076	True
NC_000913.3	yadN	-	operon_tu367	yadN	unknown	0	12	0	23	RDBECOLIOPC01799	156299	156883	False
NC_000913.3	dosCP	-	operon_tu368	dosC;dosP	unknown	0	68	1	297	RDBECOLIOPC00396	1563334	1567140	True
NC_000913.3	digH	-	operon_tu369	digH	unknown	0	91	2	438	RDBECOLIOPC00438	1567504	1568823	False
NC_000913.3	gadBC	-	operon_tu370	gadB;gadC	sigma38	0	73	5	467	RDBECOLIOPC02993	1568954	1572045	True
NC_000913.3	pqqL	-	operon_tu371	pqqL	unknown	0	114	1	146	RDBECOLIOPC01958	1572407	1575202	True
NC_000913.3	pcnB-folK	-	operon_tu372	pcnB;folK	sigma70	6	463	41	1358	RDBECOLIOPC03124	157253	159126	True
NC_000913.3	yddAB	-	operon_tu373	yddA;yddB	unknown	0	105	1	130	RDBECOLIOPC00958	1575247	1579342	True
NC_000913.3	ydeNM	-	operon_tu374	ydeN;ydeM	sigma70	19	4319	29	4451	RDBECOLIOPC01603	1579633	1582524	True
NC_000913.3	safA-ydeO	-	operon_tu375	safA;ydeO	sigma70	0	15	0	43	RDBECOLIOPC02506	1582926	1583959	False
NC_000913.3	ydeP	-	operon_tu376	ydeP	sigma70	0	55	5	381	RDBECOLIOPC00712	1584207	1586486	True
NC_000913.3	ydeQ	-	operon_tu377	ydeQ	unknown	0	5	0	30	RDBECOLIOPC00666	1586820	1587734	False
NC_000913.3	ydeTSR	-	operon_tu378	ydeT;ydeS;ydeR	unknown	0	127	1	253	RDBECOLIOPC02431	1587793	1590001	True
NC_000913.3	hipBA	-	operon_tu380	hipB;hipA	sigma70	4	249	43	1284	RDBECOLIOPC00693	1590854	1592442	True
NC_000913.3	sfsA-dksA	-	operon_tu381	sfsA;dksA;gluQ	sigma70	27	3459	52	4388	RDBECOLIOPC03457	159186	161486	True
NC_000913.3	yneO	-	operon_tu382	yneO	unknown	4	354	12	1057	RDBECOLIOPC00387	1592665	1598086	True
NC_000913.3	lsrRK	-	operon_tu383	lsrR;lsrK	sigma70	2	425	10	701	RDBECOLIOPC02005	1598617	1601241	True
NC_000913.3	lsrACDBFG-tam	+	operon_tu384	lsrA;lsrC;lsrD;lsrB;lsrF;lsrG;tam	sigma38	8	542	34	1423	RDBECOLIOPC03306	1601490	1608104	True
NC_000913.3	yneE	-	operon_tu385	yneE	unknown	0	21	4	56	RDBECOLIOPC01651	1608108	1609022	False
NC_000913.3	uxaB	-	operon_tu386	uxaB	sigma70	0	123	7	175	RDBECOLIOPC03417	1609229	1610680	False
NC_000913.3	dgcF	-	operon_tu387	dgcF	unknown	0	90	1	104	RDBECOLIOPC00705	1610907	1611854	False
NC_000913.3	sad-glsB-yneG	-	operon_tu388	sad;glsB;yneG	unknown	4	304	13	511	RDBECOLIOPC03329	1611966	1614703	True
NC_000913.3	yneJ	+	operon_tu389	ptrR	unknown	1	34	5	166	RDBECOLIOPC00428	1614804	1615685	False
NC_000913.3	ligT	-	operon_tu390	thpR	unknown	0	42	5	72	RDBECOLIOPC01416	161501	162031	False
NC_000913.3	yneK	+	operon_tu391	yneK	unknown	1	17	0	38	RDBECOLIOPC01944	1615763	1616878	False
NC_000913.3	ydeA	+	operon_tu392	ydeA	unknown	0	25	0	84	RDBECOLIOPC00641	1617028	1618218	False
NC_000913.3	marC	-	operon_tu393	marC	unknown	3	198	4	362	RDBECOLIOPC00951	1618243	1618908	False
NC_000913.3	marRAB	+	operon_tu394	marR;marA;marB	sigma70	1	163	13	1878	RDBECOLIOPC01778	1619120	1620207	False
NC_000913.3	eamA	-	operon_tu395	eamA	unknown	1	50	4	208	RDBECOLIOPC02554	1620238	1621137	False
NC_000913.3	hrpB	+	operon_tu396	hrpB	unknown	9	352	27	953	RDBECOLIOPC00704	162105	164534	True
NC_000913.3	ydeE	+	operon_tu397	ydeE	unknown	0	70	1	65	RDBECOLIOPC01696	1621332	1622519	False
NC_000913.3	dgcZ	-	operon_tu400	dgcZ	sigma70	0	15	1	66	RDBECOLIOPC00157	1622960	1623850	False
NC_000913.3	ydeJ	+	operon_tu402	ydeJ	sigma70	0	8	0	48	RDBECOLIOPC00739	1624773	1625291	False
NC_000913.3	dcp	-	operon_tu403	dcp	unknown	2	548	11	1281	RDBECOLIOPC01684	1625335	1627380	True
NC_000913.3	ydfG	+	operon_tu404	ydfG	unknown	2	928	7	921	RDBECOLIOPC01588	1627517	1628263	False
NC_000913.3	ydfH	+	operon_tu405	rspR	unknown	6	201	7	226	RDBECOLIOPC00654	1628352	1629038	False
NC_000913.3	ydfI	-	operon_tu407	ydfI	unknown	0	32	1	142	RDBECOLIOPC01252	1629453	1630913	False
NC_000913.3	ydfJ	-	operon_tu408	ydfJ	unknown	0	54	0	145	RDBECOLIOPC00379	1631002	1632285	False
NC_000913.3	pinQ	+	operon_tu410	pinQ	unknown	0	5	0	8	RDBECOLIOPC00986	1633622	1634212	False
NC_000913.3	nohA-stfQ-tfaQ	-	operon_tu411	nohA;stfQ;tfaQ	sigma70	1	51	0	99	RDBECOLIOPC01008	1634310	1636367	True
NC_000913.3	ynfO-ydfO	+	operon_tu412	ynfO;ydfO	unknown	0	11	0	27	RDBECOLIOPC00106	1636756	1637457	False
NC_000913.3	essQ-ydfR-rrrQ-rzpQ	-	operon_tu416	essQ;ydfR;rrrQ;rzpQ	unknown	0	41	1	82	RDBECOLIOPC02335	1639030	1640585	True
NC_000913.3	ydfUT	-	operon_tu419	ydfU;ydfT	unknown	1	60	1	102	RDBECOLIOPC01295	1642489	1644304	True
NC_000913.3	relBE-hokD	-	operon_tu421	relB;relE;hokD	sigma70	2	200	12	1153	RDBECOLIOPC01929	1645119	1645872	False
NC_000913.3	dicC-ydfXW	-	operon_tu424	dicC;ydfX;ydfW	sigma70	0	11	2	36	RDBECOLIOPC01575	1647174	1647850	False
NC_000913.3	mrcB	+	operon_tu425	mrcB	unknown	10	525	30	1161	RDBECOLIOPC01312	164730	167264	True
NC_000913.3	dicB-ydfDE-insD-intQ	+	operon_tu427	ydfA;ydfB;ydfC;dicF;dicB;ydfD;ydfE;insD7;intQ	sigma70	0	184	0	297	RDBECOLIOPC03427	1648508	1652708	True
NC_000913.3	rspA-rspB	-	operon_tu429	rspA;rspB	unknown	0	28	1	88	RDBECOLIOPC00976	1652896	1655141	True
NC_000913.3	ynfB-speG	+	operon_tu431	ynfB;speG	sigma38	5	625	24	1278	RDBECOLIOPC01622	1655808	1656744	False
NC_000913.3	ynfC	-	operon_tu432	ynfC	unknown	3	134	3	422	RDBECOLIOPC01091	1656747	1657457	False
NC_000913.3	ynfEFGH-dmsD	+	operon_tu434	ynfE;ynfF;ynfG;ynfH;dmsD	sigma38	2	203	17	529	RDBECOLIOPC02615	1658069	1665120	True
NC_000913.3	clcB	+	operon_tu435	clcB	unknown	0	25	1	98	RDBECOLIOPC02317	1665315	1666571	False
NC_000913.3	mlc-ynfK	-	operon_tu436	mlc;bidA	sigma70	31	1504	483	8876	RDBECOLIOPC02994	1666524	1668564	True
NC_000913.3	ynfL	-	operon_tu437	ynfL	unknown	0	55	5	129	RDBECOLIOPC00406	1668699	1669592	False
NC_000913.3	ynfM	+	operon_tu438	ynfM	unknown	0	21	3	61	RDBECOLIOPC01913	1669699	1670952	False
NC_000913.3	ydgD	+	operon_tu440	ydgD	unknown	5	281	14	878	RDBECOLIOPC00925	1671960	1672781	False
NC_000913.3	mdtUJI	-	operon_tu441	mdtU;mdtJ;mdtI	sigma70	0	40	0	211	RDBECOLIOPC00136	1672820	1673709	False
NC_000913.3	tqsA	+	operon_tu442	tqsA	unknown	2	50	3	161	RDBECOLIOPC01855	1673913	1674947	False
NC_000913.3	fhuACDB	+	operon_tu443	fhuA;fhuC;fhuD;fhuB	sigma70	2	561	7	597	RDBECOLIOPC03419	167484	173444	True
NC_000913.3	pntAB	-	operon_tu444	pntA;pntB	sigma70	25	3069	69	5144	RDBECOLIOPC01271	1674972	1677903	True
NC_000913.3	ydgH	+	operon_tu446	ydgH	unknown	1	682	4	426	RDBECOLIOPC01555	1678427	1679371	False
NC_000913.3	ydgI-folM	+	operon_tu447	ydgI;folM	unknown	0	90	14	220	RDBECOLIOPC00632	1679557	1681698	True
NC_000913.3	rstAB	+	operon_tu449	rstA;rstB	unknown	9	348	3	298	RDBECOLIOPC01711	1682159	1684183	True
NC_000913.3	tus	+	operon_tu450	tus	unknown	0	46	0	158	RDBECOLIOPC02377	1684259	1685188	False
NC_000913.3	fumAC	-	operon_tu451	fumA;fumC	sigma70	0	1347	2	918	RDBECOLIOPC02942	1685185	1688377	True
NC_000913.3	manA	+	operon_tu452	manA	sigma70	4	616	8	595	RDBECOLIOPC01434	1688576	1689751	False
NC_000913.3	ydgA	+	operon_tu453	ydgA	unknown	6	860	7	389	RDBECOLIOPC01224	1689852	1691360	True
NC_000913.3	uidABC	-	operon_tu454	uidA;uidB;uidC	unknown	2	123	2	350	RDBECOLIOPC01225	1691586	1696071	True
NC_000913.3	uidR	-	operon_tu456	uidR	sigma70	8	235	8	316	RDBECOLIOPC00358	1696462	1697052	False
NC_000913.3	hdhA	-	operon_tu457	hdhA	unknown	1	200	18	2406	RDBECOLIOPC00355	1697273	1698040	False
NC_000913.3	malI	-	operon_tu458	malI	sigma70	5	177	2	209	RDBECOLIOPC02157	1698152	1699180	False
NC_000913.3	malXY	+	operon_tu459	malX;malY	sigma70	14	720	24	927	RDBECOLIOPC03143	1699355	1702129	True
NC_000913.3	add	+	operon_tu460	add	sigma70	3	465	4	258	RDBECOLIOPC01961	1702233	1703234	False
NC_000913.3	ydgJ	-	operon_tu461	ydgJ	unknown	1	222	18	471	RDBECOLIOPC01352	1703268	1704308	False
NC_000913.3	ydgK-rsxABCDGE-nth	+	operon_tu464	ydgK;rsxA;rsxB;rsxC;rsxD;rsxG;rsxE;nth	unknown	7	402	8	729	RDBECOLIOPC02953	1705250	1712158	True
NC_000913.3	tppB	+	operon_tu465	dtpA	sigma70	1	283	6	334	RDBECOLIOPC00086	1712769	1714271	True
NC_000913.3	gstA	+	operon_tu466	gstA	unknown	2	285	13	704	RDBECOLIOPC01609	1714377	1714982	False
NC_000913.3	pdxH-tyrS-pdxY	-	operon_tu467	pdxH;tyrS;pdxY	unknown	5	882	16	1205	RDBECOLIOPC02323	1715026	1718007	True
NC_000913.3	anmK	-	operon_tu469	anmK	unknown	3	288	3	242	RDBECOLIOPC02298	1718493	1719602	False
NC_000913.3	ydhIJK	+	operon_tu472	ydhI;ydhJ;ydhK	sigma24	0	126	1	283	RDBECOLIOPC01383	1721025	1724133	True
NC_000913.3	sodC	-	operon_tu473	sodC	sigma38	2	323	6	311	RDBECOLIOPC01266	1724134	1724655	False
NC_000913.3	ydhF	-	operon_tu474	ydhF	unknown	7	1332	8	838	RDBECOLIOPC00394	1724736	1725632	False
NC_000913.3	nemRA-gloA	+	operon_tu476	nemR;nemA;gloA	sigma70	1	647	19	1427	RDBECOLIOPC02813	1726023	1728244	True
NC_000913.3	rnt-lhr	+	operon_tu477	rnt;lhr	sigma70	4	303	3	374	RDBECOLIOPC03474	1728347	1733703	True
NC_000913.3	mepH	+	operon_tu479	mepH	sigma70	3	292	19	394	RDBECOLIOPC00914	1734435	1735250	False
NC_000913.3	sodB	+	operon_tu480	sodB	sigma70	13	3088	30	9163	RDBECOLIOPC02201	1735378	1735959	False
NC_000913.3	hemL	-	operon_tu481	hemL	sigma28	8	532	11	1038	RDBECOLIOPC02004	173602	174882	False
NC_000913.3	ydhP	-	operon_tu482	ydhP	unknown	0	21	2	64	RDBECOLIOPC01946	1736121	1737290	False
NC_000913.3	purR	+	operon_tu483	purR	sigma70	1	163	5	282	RDBECOLIOPC00312	1737844	1738869	False
NC_000913.3	ydhB	-	operon_tu484	punR	unknown	0	60	6	253	RDBECOLIOPC00430	1738866	1739798	False
NC_000913.3	ydhC	+	operon_tu485	punC	unknown	2	172	62	1833	RDBECOLIOPC00125	1739911	1741122	False
NC_000913.3	cfa	+	operon_tu486	cfa	sigma38	12	1749	85	3185	RDBECOLIOPC02126	1741413	1742561	False
NC_000913.3	ribC	-	operon_tu487	ribC	unknown	3	296	5	568	RDBECOLIOPC01930	1742601	1743242	False
NC_000913.3	mdtK	+	operon_tu488	mdtK	unknown	3	284	21	574	RDBECOLIOPC00432	1743457	1744830	False
NC_000913.3	ydhQ	-	operon_tu489	ydhQ	sigma32	5	473	36	1977	RDBECOLIOPC00458	1744871	1746127	False
NC_000913.3	ydhS	+	operon_tu492	ydhS	unknown	0	59	7	193	RDBECOLIOPC00619	1747131	1748735	True
NC_000913.3	ydhYVWXUT	-	operon_tu493	ydhY;ydhV;ydhW;ydhX;ydhU;ydhT	sigma38	1	169	11	688	RDBECOLIOPC03476	1748747	1754477	True
NC_000913.3	nhaAR	+	operon_tu494	nhaA;nhaR	sigma38	3	281	43	828	RDBECOLIOPC03068	17489	19620	True
NC_000913.3	clcA	+	operon_tu495	clcA	unknown	6	420	26	797	RDBECOLIOPC00426	175107	176528	False
NC_000913.3	pykF	+	operon_tu497	pykF	sigma70	12	1606	9	1266	RDBECOLIOPC03432	1755698	1757110	False
NC_000913.3	ldtE	-	operon_tu499	ldtE	unknown	4	269	6	1021	RDBECOLIOPC01945	1757721	1758725	False
NC_000913.3	sufABCDSE	-	operon_tu500	sufA;sufB;sufC;sufD;sufS;sufE	sigma70	4	626	15	1044	RDBECOLIOPC01773	1758874	1764386	True
NC_000913.3	ydiJ-menI-ydiH	-	operon_tu502	ydiJ;menI;ydiH	unknown	8	665	14	716	RDBECOLIOPC00074	1764934	1768685	True
NC_000913.3	ydiK	+	operon_tu504	ydiK	unknown	2	197	10	475	RDBECOLIOPC01593	1769074	1770186	False
NC_000913.3	mnt-btuF-yadS	-	operon_tu505	mtn;btuF;yadS	sigma70	9	787	17	1204	RDBECOLIOPC02794	177001	179153	True
NC_000913.3	ydiM	+	operon_tu508	ydiM	unknown	0	29	5	75	RDBECOLIOPC01254	1771071	1772285	False
NC_000913.3	ydiNB-aroD	+	operon_tu509	ydiN;ydiB;aroD	sigma70	2	131	2	188	RDBECOLIOPC02937	1772512	1775444	True
NC_000913.3	ydiFO	+	operon_tu510	ydiF;ydiO	unknown	0	28	1	84	RDBECOLIOPC01884	1775587	1778347	True
NC_000913.3	ydiP	-	operon_tu511	ydiP	unknown	1	68	2	361	RDBECOLIOPC02111	1778390	1779301	False
NC_000913.3	ydiQRST-fadK	+	operon_tu512	ydiQ;ydiR;ydiS;ydiT;fadK	unknown	0	136	0	322	RDBECOLIOPC02222	1779617	1784677	True
NC_000913.3	ppsA	-	operon_tu513	ppsA	sigma70	14	809	29	1314	RDBECOLIOPC00550	1784734	1787112	True
NC_000913.3	ppsR	+	operon_tu514	ppsR	unknown	2	159	5	321	RDBECOLIOPC00900	1787445	1788278	False
NC_000913.3	aroH	+	operon_tu515	aroH	sigma70	0	39	2	165	RDBECOLIOPC01216	1788435	1789481	False
NC_000913.3	ydiU	-	operon_tu517	selO	unknown	0	134	9	217	RDBECOLIOPC01541	1789808	1791244	False
NC_000913.3	ydiV	-	operon_tu518	rflP	sigma24	2	176	17	479	RDBECOLIOPC01526	1791307	1792020	False
NC_000913.3	dgt	+	operon_tu520	dgt	unknown	9	316	8	398	RDBECOLIOPC02960	179237	180754	True
NC_000913.3	btuCED	-	operon_tu521	btuC;btuE;btuD	sigma70	1	298	19	486	RDBECOLIOPC02965	1792809	1795152	True
NC_000913.3	thrS-infC-rpmI-rplT-pheMST-ihfA	-	operon_tu522	thrS;infC;rpmI;rplT;pheM;pheS;pheT;ihfA	sigma70	229	17563	656	25317	RDBECOLIOPC03465	1795253	1802570	True
NC_000913.3	arpB	+	operon_tu523	arpB	unknown	0	38	0	84	RDBECOLIOPC02338	1803094	1804993	True
NC_000913.3	ydiY	-	operon_tu525	ydiY	unknown	3	75	5	110	RDBECOLIOPC00108	1805325	1806083	False
NC_000913.3	pfkB	+	operon_tu526	pfkB	sigma38	6	378	18	1202	RDBECOLIOPC02900	1806370	1807299	False
NC_000913.3	yniA	+	operon_tu528	yniA	unknown	30	3039	48	4677	RDBECOLIOPC01928	1807796	1808656	False
NC_000913.3	yniB	-	operon_tu529	yniB	unknown	1	193	8	313	RDBECOLIOPC00238	1808697	1809233	False
NC_000913.3	degP	+	operon_tu530	degP	sigma24	3	380	18	1438	RDBECOLIOPC02102	180884	182308	False
NC_000913.3	hxpB	+	operon_tu531	hxpB	unknown	2	77	6	179	RDBECOLIOPC00938	1809380	1810048	False
NC_000913.3	ydjM	+	operon_tu532	ydjM	sigma70	0	23	2	42	RDBECOLIOPC00130	1810211	1810801	False
NC_000913.3	tcyP	+	operon_tu533	tcyP	unknown	0	208	9	256	RDBECOLIOPC00063	1810934	1812325	False
NC_000913.3	ydjO	-	operon_tu534	ydjO	unknown	0	4	0	12	RDBECOLIOPC01576	1812329	1813132	False
NC_000913.3	katE	+	operon_tu536	katE	sigma38	2	82	2	464	RDBECOLIOPC00519	1813867	1816128	True
NC_000913.3	chbBCARFG	-	operon_tu537	chbB;chbC;chbA;chbR;chbF;chbG	unknown	1	749	5	737	RDBECOLIOPC01016	1816386	1821619	True
NC_000913.3	nadE	+	operon_tu539	nadE	sigma70	0	431	5	631	RDBECOLIOPC00646	1822458	1823285	False
NC_000913.3	cho	+	operon_tu540	cho	sigma70	1	49	3	68	RDBECOLIOPC01960	1823515	1824402	False
NC_000913.3	ves	-	operon_tu541	ves	sigma28	1	29	3	63	RDBECOLIOPC00222	1824362	1824937	False
NC_000913.3	cdaR	+	operon_tu542	cdaR	unknown	41	2177	11	677	RDBECOLIOPC00723	182463	183620	False
NC_000913.3	astCADBE	-	operon_tu544	astC;astA;astD;astB;astE	sigma70	0	58	0	162	RDBECOLIOPC01721	1825955	1831982	True
NC_000913.3	xthA	+	operon_tu545	xthA	sigma38	0	128	2	199	RDBECOLIOPC02476	1832428	1833234	False
NC_000913.3	ydjXYZ-ynjABCD	+	operon_tu546	ydjX;ydjY;ydjZ;ynjA;ynjB;ynjC;ynjD	unknown	1	147	2	547	RDBECOLIOPC02262	1833401	1839400	True
NC_000913.3	ynjE	+	operon_tu548	ynjE	unknown	0	108	1	174	RDBECOLIOPC01241	1839467	1840774	False
NC_000913.3	ynjF	-	operon_tu549	ynjF	unknown	0	68	2	178	RDBECOLIOPC01807	1840783	1841403	False
NC_000913.3	gdhA	+	operon_tu552	gdhA	sigma70	8	358	10	812	RDBECOLIOPC02046	1842371	1843714	False
NC_000913.3	yaeI	-	operon_tu553	yaeI	unknown	0	55	3	46	RDBECOLIOPC01703	184257	185069	False
NC_000913.3	ynjI	-	operon_tu554	ynjI	unknown	0	26	1	82	RDBECOLIOPC00370	1843831	1844871	False
NC_000913.3	ydjA-selD-topB	-	operon_tu555	ydjA;selD;topB	unknown	18	2903	42	4429	RDBECOLIOPC02930	1844999	1848676	True
